  ◆  swag        unittest • sources
  Test-ABI_AddressedNarrowIntegerHomeUsesNarrowLoad  ok (199 us)
  Test-Compiler_TestCommandEnablesSourceDrivenModeWhenParsed  ok (87 us)
  Test-Compiler_DebugOptionEnablesDebugInformation  ok (47 us)
  Test-Compiler_ReleaseBuildDoesNotEnableDebugInformation  ok (40 us)
  Test-Compiler_TestCommandRegistersSwagTestCompilerTag  ok (179 ms)
  Test-Compiler_UnittestCommandKeepsSourceDrivenModeDisabledWhenParsed  ok (79 us)
  Test-Compiler_RunCommandParsesRunArgs  ok (60 us)
  Test-Compiler_TestCommandForcesSwagTestRunArg  ok (48 us)
  Test-Compiler_TestCommandDoesNotDuplicateSwagTestRunArg  ok (2 us)
  Test-Compiler_TestCommandKeepsExplicitSandboxRoot  ok (2 us)
  Test-Compiler_TestCommandGrantsTheModuleAsCorpus  ok (11 us)
  Test-Compiler_TestCommandGrantsTheWorkspaceWithoutAModule  ok (4 us)
  Test-Compiler_SmokeCommandGrantsNoCorpus  ok (23 us)
  Test-DebugInfo_EmitsWindowsSymbolAndTypeRecords  ok (135 us)
  Test-DebugInfo_PdbInfoEmitsWindowsBuildInfo  ok (38 us)
  Test-DebugInfo_EmitsWindowsVariableAndConstantRecords  ok (58 us)
  Test-DebugInfo_UsesPerVariableBaseRegistersForRegRelativeSymbols  ok (25 us)
  Test-DebugInfo_CollapsesConsecutiveSameLineEntries  ok (84 us)
  Test-DebugInfo_SkipsNoStepLineEntries  ok (87 us)
  Test-DebugInfo_FirstLineCoversEntry  ok (48 us)
  Test-DebugInfo_ResolvesNoStepBackendSourceInfo  ok (13 us)
  Test-DebugInfo_UsesOwnerSourceFileForGeneratedViews  ok (63 us)
  Test-DebugInfo_UsesDebugSourceCodeRefForGeneratedViewLines  ok (263 us)
  Test-DebugInfo_CompilerTestFunctionsPreserveStackDebugMetadata  ok (283 ms)
  Test-DebugInfo_RuntimeStorageLocalsStayOutOfCodeView  ok (223 ms)
  Test-DebugInfo_CompilerPrivateGlobalsReachCodeViewDataSymbols  ok (215 ms)
  Test-DebugInfo_EmitsWindowsSourceChecksums  ok (92 us)
  Test-EncodeX64_Flow         ok (557 us)
  Test-EncodeX64_Load         ok (1 ms)
  Test-EncodeX64_CmpAndCond   ok (321 us)
  Test-EncodeX64_VecPackedOps  ok (1 ms)
  Test-EncodeX64_LegalizeLargeCmpRegImmPreservesLhs  ok (52 us)
  Test-EncodeX64_UnaryOps     ok (88 us)
  Test-EncodeX64_BinaryRegRegOps  ok (925 us)
  Test-EncodeX64_BinaryRegMemOps  ok (74 us)
  Test-EncodeX64_BinaryMemRegOps  ok (151 us)
  Test-EncodeX64_BinaryImmOps  ok (575 us)
  Test-EncodeX64_TernaryAndConvert  ok (145 us)
  Test-EncodeX64_UnwindFromMicro  ok (33 us)
  Test-EncodeX64_UnwindFramePointerSetupAfterStackShape  ok (24 us)
  Test-EncodeX64_UnwindStopsBeforeStackStoreBody  ok (23 us)
  Test-EncodeX64_UnwindUpdatesFramePointerWhenAssignedTwice  ok (25 us)
  Test-EncodeX64_UnwindLocalStackBaseIsNotAFrameRegister  ok (20 us)
  Test-EncodeX64_UnwindStopsAfterBodyStart  ok (16 us)
  Test-FormatAlign_ConsecutiveAssignments  ok (242 us)
  Test-FormatAlign_ConsecutiveAliases  ok (116 us)
  Test-FormatAlign_AliasesAcrossAttributesAndBlankLines  ok (118 us)
  Test-FormatAlign_AssignmentsBreakOnIndentation  ok (159 us)
  Test-FormatAlign_AssignmentsBreakOnBlankLine  ok (126 us)
  Test-FormatAlign_AssignmentsAcrossBlanks  ok (107 us)
  Test-FormatAlign_ConsecutiveDeclarations  ok (100 us)
  Test-FormatAlign_ControlDeclarationsBreakDeclarationGroups  ok (125 us)
  Test-FormatAlign_ConsecutiveConstants  ok (85 us)
  Test-FormatAlign_StructFields  ok (92 us)
  Test-FormatAlign_EnumValues  ok (87 us)
  Test-FormatAlign_NoneRemovesAlignment  ok (76 us)
  Test-FormatAlign_TrailingComments  ok (96 us)
  Test-FormatAlign_TrailingCommentsBreakOnIndentation  ok (115 us)
  Test-FormatAlign_TrailingCommentsNormalized  ok (95 us)
  Test-FormatAlign_FatArrowsConsecutive  ok (108 us)
  Test-FormatAlign_FatArrowsBreakOnPlainFunction  ok (117 us)
  Test-FormatAlign_SingletonTightensStalePadding  ok (110 us)
  Test-FormatAlign_StructFieldsWithTypeQualifiers  ok (198 us)
  Test-FormatAlign_StructFieldGridMixed  ok (135 us)
  Test-FormatAlign_StructFieldGridOffKeepsSingleColumn  ok (92 us)
  Test-FormatAlign_DeclarationGridInitializers  ok (117 us)
  Test-FormatAlign_ConstantGridTypes  ok (177 us)
  Test-FormatAlign_QualifiedConstantGridTypes  ok (106 us)
  Test-FormatAlign_QualifiedDeclarationPrefixes  ok (224 us)
  Test-FormatAlign_CaseBodiesConsecutive  ok (140 us)
  Test-FormatAlign_ArrayColumns  ok (103 us)
  Test-FormatAlign_ArrayColumnsSkipsRaggedRows  ok (86 us)
  Test-FormatAlign_HangingLineFollowsAlignedAnchor  ok (170 us)
  Test-FormatAlign_AfterOpenBracketUsesLiteralBrace  ok (228 us)
  Test-FormatAlign_AfterOpenBracketKeepsDataTableRows  ok (149 us)
  Test-FormatAlign_OperandsInsideBracketAnchorOnBracket  ok (157 us)
  Test-FormatAlign_OperandsOutsideBracketAnchorOnStatement  ok (151 us)
  Test-FormatAlign_OutlierGapLeavesLongLineAlone  ok (149 us)
  Test-FormatAlign_OutlierGapKeepsGradedTable  ok (143 us)
  Test-FormatAlign_OutlierGapDropsBothEnds  ok (151 us)
  Test-FormatAlign_AcrossBlanksReadsTheCappedBlankCount  ok (124 us)
  Test-FormatAlign_AccessModifierLineDoesNotBreakTheGroup  ok (139 us)
  Test-FormatAlign_WrappedArgumentsFollowTheAlignedHead  ok (202 us)
  Test-FormatAttributes_OwnLine  ok (148 us)
  Test-FormatAttributes_Inline  ok (109 us)
  Test-FormatAttributes_BreakAfterAttribute  ok (106 us)
  Test-FormatAttributes_Grouped  ok (119 us)
  Test-FormatAttributes_SortArguments  ok (157 us)
  Test-FormatAttributes_SortArgumentsWithDifferentPieceCounts  ok (119 us)
  Test-FormatAttributes_SpaceAfterAttributeComma  ok (110 us)
  Test-FormatBlanks_MaxConsecutiveEmptyLinesUnlimited  ok (125 us)
  Test-FormatBlanks_MaxConsecutiveEmptyLinesCollapses  ok (113 us)
  Test-FormatBlanks_MaxConsecutiveEmptyLinesOne  ok (121 us)
  Test-FormatBlanks_AfterOpeningBraceNever  ok (106 us)
  Test-FormatBlanks_AfterOpeningBracePreserve  ok (103 us)
  Test-FormatBlanks_AfterOpeningBraceAlways  ok (103 us)
  Test-FormatBlanks_BeforeClosingBraceNever  ok (102 us)
  Test-FormatBlanks_BeforeClosingBracePreserve  ok (99 us)
  Test-FormatBlanks_BeforeClosingBraceAlways  ok (101 us)
  Test-FormatBlanks_AroundAccessBlocksAlways  ok (157 us)
  Test-FormatBlanks_AroundAccessBlocksNever  ok (124 us)
  Test-FormatBlanks_AroundAccessBlocksPreserve  ok (117 us)
  Test-FormatBlanks_TrimTrailingNewlinesCollapsesToOne  ok (110 us)
  Test-FormatBlanks_TrimTrailingNewlinesDisabled  ok (107 us)
  Test-FormatBlanks_CombinedBlockEdges  ok (115 us)
  Test-FormatBlanks_BeforeFunctionAlways  ok (128 us)
  Test-FormatBlanks_BeforeFunctionKeepsDocCommentAttached  ok (141 us)
  Test-FormatBlanks_BeforeFunctionKeepsShortFormsStacked  ok (169 us)
  Test-FormatBlanks_BeforeTypeAlways  ok (116 us)
  Test-FormatBlanks_BeforeCommentBlockAlways  ok (125 us)
  Test-FormatBlanks_BeforeCommentBlockKeepsBlockStartAndRuns  ok (113 us)
  Test-FormatBlanks_BeforeCommentBlockKeepsInlineBodyStart  ok (132 us)
  Test-FormatBlanks_AfterGlobalBlockInsertsBlank  ok (114 us)
  Test-FormatBlanks_AfterGlobalThenUsingBlocks  ok (140 us)
  Test-FormatBlanks_BetweenCasesMultiLine  ok (227 us)
  Test-FormatBlanks_BetweenCasesNeverRemovesBlanks  ok (170 us)
  Test-FormatBlanks_AfterStandaloneClosingBraceAlways  ok (137 us)
  Test-FormatBlanks_AfterStandaloneClosingBraceNever  ok (132 us)
  Test-FormatBlanks_AfterStandaloneClosingBracePreserve  ok (138 us)
  Test-FormatBlanks_AfterStandaloneClosingBraceKeepsElseAttached  ok (138 us)
  Test-FormatBraces_AllmanMovesBraceToOwnLine  ok (122 us)
  Test-FormatStatements_OneStatementPerLine  ok (140 us)
  Test-FormatStatements_UsingFieldPrefixStaysTogether  ok (123 us)
  Test-FormatStatements_OneEnumValuePerLine  ok (113 us)
  Test-FormatBraces_ShortInlineDoBodiesSplit  ok (131 us)
  Test-FormatBraces_DestructuringPatternsStayInlineAndIndentAsStatements  ok (238 us)
  Test-FormatBraces_AttachJoinsBrace  ok (105 us)
  Test-FormatBraces_AllmanOnControlBlocks  ok (142 us)
  Test-FormatBraces_BreakBeforeElse  ok (142 us)
  Test-FormatBraces_JoinElseToBrace  ok (182 us)
  Test-FormatBraces_CompactEmptyBraces  ok (109 us)
  Test-FormatBraces_ShortFunctionsNeverSplits  ok (131 us)
  Test-FormatBraces_ShortFunctionsNeverKeepsEmpty  ok (103 us)
  Test-FormatBraces_SourceSelectsDefinitionLayout  ok (339 us)
  Test-FormatBraces_ShortBlocksInlineJoins  ok (153 us)
  Test-FormatBraces_ShortIfNeverSplits  ok (147 us)
  Test-FormatBraces_ShortLoopsJoin  ok (143 us)
  Test-FormatBraces_ShortEnumsSplit  ok (106 us)
  Test-FormatBraces_ShortCaseSplits  ok (169 us)
  Test-FormatBraces_ShortCaseJoins  ok (171 us)
  Test-FormatBraces_CaseUniformJoinsJumpTable  ok (169 us)
  Test-FormatBraces_CaseUniformExpandsMixedSwitch  ok (182 us)
  Test-FormatBraces_StaticIfChainAlignsAndBreaks  ok (182 us)
  Test-FormatBraces_StaticControl  ok (225 us)
  Test-FormatBraces_StaticIfSingleLineChainStaysInline  ok (280 us)
  Test-FormatBraces_MultiLineBlockContentLeavesBraceLines  ok (185 us)
  Test-FormatBraces_AllmanOnStaticIfBlocks  ok (129 us)
  Test-FormatBraces_ShortStructsKeepTupleTypes  ok (163 us)
  Test-FormatBraces_ShortStructsStillSplitDeclarations  ok (119 us)
  Test-FormatBraces_ShortFunctionsKeepClosureArguments  ok (238 us)
  Test-FormatBraces_ShortBlocksKeepInitializerLiterals  ok (212 us)
  Test-FormatBraces_ShortFunctionsInlineKeepsClosureBodies  ok (175 us)
  Test-FormatStatements_RemoveRedundantSemicolons  ok (163 us)
  Test-FormatStatements_RemoveConditionParentheses  ok (145 us)
  Test-FormatBraces_BreakBeforeWhere  ok (135 us)
  Test-FormatBraces_ShortClosuresNeverSplits  ok (179 us)
  Test-FormatBraces_UniformKeepsArmsWhoseCallIsWrapped  ok (216 us)
  Test-FormatBraces_UniformExpandsWhenAnArmCarriesABlock  ok (230 us)
  Test-FormatBraces_SemicolonPushedToEndOfLineByWrappingIsRemoved  ok (154 us)
  Test-FormatBraces_AnonymousStructTypeKeepsItsShape  ok (209 us)
  Test-FormatComments_SpaceAfterLineCommentPrefix  ok (106 us)
  Test-FormatComments_NormalizeSectionSeparators  ok (85 us)
  Test-FormatComments_ReflowParagraph  ok (87 us)
  Test-FormatComments_ReflowJoinsShortLines  ok (79 us)
  Test-FormatComments_NormalizeMode  ok (72 us)
  Test-FormatComments_LastInBlockKeepsBlockIndent  ok (107 us)
  Test-FormatComments_LastInNestedBlockKeepsBlockIndent  ok (123 us)
  Test-FormatComments_LastInSwitchKeepsArmIndent  ok (130 us)
  Test-FormatComments_BeforeCaseLabelKeepsLabelIndent  ok (121 us)
  Test-FormatComments_InsideABracketSettleInOnePass  ok (190 us)
  Test-FormatFile_InlineBodyOwnsNestedBraceIndent  ok (152 us)
  Test-FormatFile_InlineIfBranchStopsBeforeElse  ok (190 us)
  Test-FormatFile_CatchHandlerAlignsAndIndents  ok (129 us)
  Test-FormatFile_InlineDestructuringIsNotABlock  ok (211 us)
  Test-FormatFile_InsertFinalNewline  ok (73 us)
  Test-FormatFile_TrimLeadingBlankLines  ok (66 us)
  Test-FormatFile_TrimLeadingBlankLinesDisabled  ok (63 us)
  Test-FormatFile_ReservedIdentifiersAreFormattable  ok (78 us)
  Test-FormatFile_IndentInsideParensEnforcesContinuation  ok (113 us)
  Test-FormatFile_AlignOperandsOnWrappedCondition  ok (106 us)
  Test-FormatFile_WhereClauseIndent  ok (103 us)
  Test-FormatFile_WhereBlockIndent  ok (106 us)
  Test-FormatFile_EndOfLineStyleLf  ok (73 us)
  Test-FormatFile_EndOfLineStyleCrLf  ok (67 us)
  Test-FormatFile_TrimTrailingWhitespace  ok (67 us)
  Test-FormatFile_BlankLineAfterUsingBlock  ok (87 us)
  Test-FormatFile_BlankLineBeforeFunctionDefinition  ok (107 us)
  Test-FormatFile_IndentStyleSpacesNormalizesTabs  ok (76 us)
  Test-FormatFile_IndentStyleTabs  ok (72 us)
  Test-FormatFile_ReindentFixesBadIndent  ok (97 us)
  Test-FormatFile_ElseBeforeNestedIfAligns  ok (125 us)
  Test-FormatFile_IndentNamespaceBodyOff  ok (79 us)
  Test-FormatFile_IndentCaseLabels  ok (254 us)
  Test-FormatLiteral_PreserveLeavesNumericLiteralsUntouched  ok (146 us)
  Test-FormatLiteral_PreserveCharacterTypeSuffix  ok (88 us)
  Test-FormatLiteral_HexDigitCaseUpperAndLower  ok (143 us)
  Test-FormatLiteral_HexPrefixCaseUpperAndLower  ok (128 us)
  Test-FormatLiteral_FloatExponentCaseUpperAndLower  ok (124 us)
  Test-FormatLiteral_NormalizeHexDigitSeparators  ok (63 us)
  Test-FormatLiteral_NormalizeBinaryDigitSeparators  ok (93 us)
  Test-FormatLiteral_NormalizeDecimalDigitSeparators  ok (64 us)
  Test-FormatLiteral_NormalizeFloatDigitSeparators  ok (63 us)
  Test-FormatLiteral_CombinedHexCaseAndNormalization  ok (62 us)
  Test-FormatOff_LineCommentDisablesNumberFormatting  ok (92 us)
  Test-FormatOff_NoOnComment_RestOfFileRaw  ok (70 us)
  Test-FormatOff_MultipleRegions  ok (92 us)
  Test-FormatOff_BlockComment  ok (70 us)
  Test-FormatOff_CustomMarkers  ok (71 us)
  Test-FormatOff_EolNotRewrittenInDisabledRegion  ok (72 us)
  Test-FormatSpacing_SpaceAfterComma  ok (112 us)
  Test-FormatSpacing_NormalizeHorizontalWhitespace  ok (98 us)
  Test-FormatSpacing_NamedArgumentColons  ok (97 us)
  Test-FormatSpacing_TrueOptionsKeepManualAlignment  ok (75 us)
  Test-FormatSpacing_NoSpaceAfterComma  ok (73 us)
  Test-FormatSpacing_SpaceAroundAssignment  ok (71 us)
  Test-FormatSpacing_NoSpaceAroundAssignment  ok (56 us)
  Test-FormatSpacing_SpaceAroundBinaryOperators  ok (71 us)
  Test-FormatSpacing_NoSpaceAroundBinaryOperators  ok (60 us)
  Test-FormatSpacing_SpaceAroundArrow  ok (129 us)
  Test-FormatSpacing_FatArrow  ok (145 us)
  Test-FormatSpacing_ColonInDeclarations  ok (639 us)
  Test-FormatSpacing_ColonInBaseClause  ok (76 us)
  Test-FormatSpacing_InsideParentheses  ok (241 us)
  Test-FormatSpacing_InEmptyParentheses  ok (114 us)
  Test-FormatSpacing_InsideBrackets  ok (159 us)
  Test-FormatSpacing_AfterCast  ok (133 us)
  Test-FormatSpacing_AfterKeyword  ok (131 us)
  Test-FormatSpacing_AfterUnaryOperator  ok (79 us)
  Test-FormatSpacing_PostfixDereference  ok (81 us)
  Test-FormatSpacing_BeforeParenthesesControl  ok (126 us)
  Test-FormatSpacing_InsideBracesOfLiterals  ok (186 us)
  Test-FormatSpacing_FailClosesAFunctionTypeNotAnOperand  ok (74 us)
  Test-FormatStyle_PreserveNormalizesNothing  ok (98 us)
  Test-FormatStyle_DefaultOptionsArePreserve  ok (286 us)
  Test-FormatStyle_SwagIsTheCanonicalLayout  ok (126 us)
  Test-FormatStyle_SwagIntrinsicCallsStayStable  ok (234 us)
  Test-FormatStyle_SwagKeepsAccessModifiersWithTheirDeclarations  ok (119 us)
  Test-FormatStyle_SwagKeepsStorageAndAccessModifierOrders  ok (3 ms)
  Test-FormatStyle_SwagSeparatesAccessBlocks  ok (154 us)
  Test-FormatStyle_SwagLeavesLineEndingsAndColumnsAlone  ok (83 us)
  Test-FormatStyle_DescribeRendersEveryOption  ok (130 us)
  Test-FormatUsing_SortAscending  ok (105 us)
  Test-FormatUsing_SortCaseInsensitive  ok (67 us)
  Test-FormatUsing_BlankLineSplitsRuns  ok (62 us)
  Test-FormatUsing_Merge      ok (63 us)
  Test-FormatUsing_SortAndMerge  ok (64 us)
  Test-FormatWrap_BreaksAfterComma  ok (126 us)
  Test-FormatWrap_ForceSingleLineLists  ok (112 us)
  Test-FormatWrap_FormatterSelectsListLineMode  ok (162 us)
  Test-FormatWrap_SourceSelectsSingleLineLists  ok (107 us)
  Test-FormatWrap_SourceSelectsNestedSingleLineLists  ok (124 us)
  Test-FormatWrap_HangingIndentLists  ok (95 us)
  Test-FormatWrap_HangingAlignLists  ok (106 us)
  Test-FormatWrap_VerticalLists  ok (96 us)
  Test-FormatWrap_BlockLists  ok (97 us)
  Test-FormatWrap_ForceSingleLineLogicalExpressions  ok (106 us)
  Test-FormatWrap_SourceSelectsSingleLineLogicalExpressions  ok (96 us)
  Test-FormatWrap_LogicalOperatorsAfter  ok (93 us)
  Test-FormatWrap_LogicalOperatorsBefore  ok (89 us)
  Test-FormatWrap_LogicalOperandsOnePerLine  ok (92 us)
  Test-FormatWrap_LogicalHangingIndent  ok (87 us)
  Test-FormatWrap_LogicalOperandsPack  ok (89 us)
  Test-FormatWrap_FormatterSelectsLogicalExpressionLineMode  ok (112 us)
  Test-FormatWrap_NestedLogicalExpressions  ok (107 us)
  Test-FormatWrap_NormalizesAdversarialLists  ok (208 us)
  Test-FormatWrap_NormalizesAdversarialLogicalExpression  ok (109 us)
  Test-FormatWrap_AlignsMultilineArgumentContents  ok (130 us)
  Test-FormatWrap_ClosureCapturesStayInsideArgument  ok (188 us)
  Test-FormatWrap_NoWrapWhenDisabled  ok (97 us)
  Test-FormatWrap_BreakBeforeBinaryOperators  ok (75 us)
  Test-FormatWrap_BinPackLists  ok (101 us)
  Test-FormatWrap_BinPackParametersOnePerLine  ok (77 us)
  Test-FormatWrap_BinPackArgumentsOnePerLine  ok (123 us)
  Test-FormatWrap_NoColumnLimitNeverMovesAStatementBreak  ok (175 us)
  Test-FormatWrap_ColumnLimitBreaksHighestInTheExpression  ok (122 us)
  Test-FormatWrap_ColumnLimitAlignsNewOperandLinesInOnePass  ok (117 us)
  Test-FormatWrap_ColumnLimitBreaksAtTheLoosestOperator  ok (130 us)
  Test-FormatWrap_ColumnLimitKeepsOneIndentPerStatement  ok (105 us)
  Test-FormatWrap_ContinuationOutsideBracketsTakesCanonicalIndent  ok (81 us)
  Test-FormatWrap_ContinuationInsideBracketsKeepsRelativeIndent  ok (88 us)
  Test-FormatWrap_WrappedCaseValuesAlignUnderTheFirstValue  ok (123 us)
  Test-FormatWrap_SourceSelectsLiteralLayout  ok (138 us)
  Test-FormatWrap_HugTrailingTableArgument  ok (112 us)
  Test-FormatWrap_HugTrailingClosureArgument  ok (107 us)
  Test-FormatWrap_HugTrailingBlockLiteralItem  ok (121 us)
  Test-FormatWrap_HugSkipsEarlierMultilineArgument  ok (126 us)
  Test-JIT_Return42           ok (81 us)
  Test-JIT_RegAllocAvoidsFutureConcreteClobber  ok (56 us)
  Test-JIT_128BitStackCopy    ok (159 us)
  Test-JIT_PointerSpillRoundTrip  ok (89 us)
  Test-JIT_B32LoadAndZeroExtendKeepsUpperBitsClear  ok (59 us)
  Test-JIT_PackedIntegerOps   ok (43 us)
  Test-JIT_VecCodecOps        ok (149 us)
  Test-JIT_VecFloatOps        ok (49 us)
  Test-JIT_SlpVectorizedLanes  ok (850 us)
  Test-JIT_ConstantDivisionBaseline  ok (1 ms)
  Test-JIT_ConstantDivisionStrengthReduced  ok (7 ms)
  Test-JIT_PersistentRegPreservedAcrossCall  ok (60 us)
  Test-BranchSimplify_ErasesJumpToImmediateLabel  ok (44 us)
  Test-BranchSimplify_ThreadsJumpThroughEmptyBlock  ok (48 us)
  Test-BranchSimplify_FoldsKnownTrueBranch  ok (37 us)
  Test-BranchSimplify_FoldsKnownFalseBranch  ok (30 us)
  Test-BranchSimplify_FoldsKnownSignedLessBranch  ok (26 us)
  Test-BranchSimplify_FoldsKnownUnsignedBelowBranch  ok (25 us)
  Test-BranchSimplify_ErasesDeadTailAfterRet  ok (18 us)
  Test-BranchSimplify_ConvertsMinPatternToCmov  ok (21 us)
  Test-BranchSimplify_ConvertsConditionalConstantToCmov  ok (20 us)
  Test-BranchSimplify_KeepsMultiInstructionBranchBody  ok (21 us)
  Test-BranchSimplify_ThreadsShortCircuitExit  ok (35 us)
  Test-BranchSimplify_KeepsReferencedLabel  ok (19 us)
  Test-BranchSimplify_KeepsByteSelectBranch  ok (17 us)
  Test-BranchSimplify_ConvertsDiamondSelectToCmov  ok (27 us)
  Test-BranchSimplify_ConvertsDiamondConstantsToCmov  ok (24 us)
  Test-BranchSimplify_SinksCompareBelowFlagWritingArm  ok (30 us)
  Test-BranchSimplify_KeepsDiamondWithGuardedLoad  ok (22 us)
  Test-BranchSimplify_KeepsDiamondWithSharedArmLabel  ok (27 us)
  Test-BranchSimplify_KeepsDiamondWhenArmReadsResultFirst  ok (23 us)
  Test-BranchSimplify_KeepsDiamondWhenArmClobbersCompareInput  ok (26 us)
  Test-BranchSimplify_KeepsByteDiamond  ok (22 us)
  Test-BranchSimplify_ConvertsEarlyReturnToCmov  ok (23 us)
  Test-BranchSimplify_ConvertsEarlyReturnChainToCmovs  ok (48 us)
  Test-BranchSimplify_KeepsEarlyReturnWithGuardedLoad  ok (17 us)
  Test-BranchSimplify_SinksCompareBelowFlagWritingEarlyReturn  ok (24 us)
  Test-BranchSimplify_InvertsJumpPairAfterImmediateJumpErasure  ok (27 us)
  Test-BranchSimplify_TriangleScratchPreservesAcceptedPlanOrder  ok (63 us)
  Test-ConstantFolding_FoldBinaryRegImm  ok (12 us)
  Test-ConstantFolding_FoldCopyFromKnown  ok (9 us)
  Test-ConstantFolding_ChainedFold  ok (11 us)
  Test-ConstantFolding_FoldFromClearReg  ok (9 us)
